Model design id,Date of installation,Departure - DAS ID,Expected service life,Additional information,Access code,Location text,Colour,End chainage,End date,Manufacturer,Owner of inventory item,Product name/id,Section,Start chainage,Start date,Easting,Cross section position,Northing,Current maintenance contract,Currently maintained by,Supplier external reference id,System id,Civil 3D element id,Arup reference ID
MPSB-149,31/08/2021,,,,95/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478749.919,,251651.166,,,,,764154,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM102
MPSB-150,31/08/2021,,,,95/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478807.627,,251565.718,,,,,764157,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM103
MPSB-151,26/08/2021,,,,95/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478865.535,,251478.041,,,,,764824,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM104
MPSB-152,17/01/2022,,,,95/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478918.011,,251396.878,,,,,764827,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM105
MPSB-153,26/08/2021,,,,95/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478972.003,,251310.287,,,,,764830,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM106
MPSB-154,26/08/2021,,,,94/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479024.894,,251224.171,,,,,764833,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM107
MPSB-155,26/08/2021,,,,94/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479079.277,,251139.153,,,,,764836,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM108
MPSB-156,26/08/2021,,,,94/7,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479134.384,,251039.818,,,,,582933,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM109
MPSB-157,26/08/2021,,,,94/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479178.482,,250964.824,,,,,580211,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM110
MPSB-158,31/08/2021,,,,94/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479230.376,,250875.988,,,,,580214,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM111
MPSB-159,17/01/2022,,,,94/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479281.216,,250789.595,,,,,580217,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM112
MPSB-160,17/01/2022,,,,94/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479332.667,,250701.971,,,,,580220,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM113
MPSB-161,01/03/2022,,,,94/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479393.172,,250598.968,,,,,580223,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM114
MPSB-162,22/09/2022,,,,94/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479434.461,,250528.674,,,,,580226,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM115
MPSB-163,22/09/2022,,,,94/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479487.338,,250442.776,,,,,580229,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM116
MPSB-164,22/09/2022,,,,93/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479542.254,,250356.816,,,,,580232,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM117
